chemical,name,molecular_weight,SMILES_string,Drug,InChI Key,SMILES,similarity
CIDm00003916,levomepromazine,328.47166,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,Levomepromazine,VRQVVMDWGGWHTJ-CQSZACIVSA-N,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,93
CIDs67505836,ledipasvir,888.999866,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,Ledipasvir,VRTWBAAJJOHBQU-KMWAZVGDSA-N,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,90
CIDs00004260,thymoxamine,279.3746,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,Moxisylyte,VRYMTAVOXVTQEF-UHFFFAOYSA-N,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,38
CIDs00024012,AlCl3,133.340539,[Al](Cl)(Cl)Cl,Aluminium Chloride,VSCWAEJMTAWNJL-UHFFFAOYSA-K,[Al](Cl)(Cl)Cl,35
CIDs00024360,camptothecin,348.35204,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,Camptothecin,VSJKWCGYPAHWDS-FQEVSTJZSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,92
CIDs00003657,hydroxyurea,76.05466,C(=O)(N)NO,Hydroxyurea,VSNHCAURESNICA-UHFFFAOYSA-N,C(=O)(N)NO,91
CIDs00006256,trifluridine,296.19995,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Trifluridine,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,92
CIDs46780173,carboplatin-d4,375.279127,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],Carboplatin,VSRXQHXAPYXROS-UHFFFAOYSA-N,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2],80
CIDs03036780,asenapine,285.76804,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,Asenapine,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,89
CIDs00065028,oseltamivir,312.40452,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,Oseltamivir,VSZGPKBBMSAYNT-RRFJBIMHSA-N,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,91
CIDs00160051,colesevelam,618.24888,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],Colesevelam,VTAKZNRDSPNOAU-UHFFFAOYSA-M,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-],91
CIDs00014791,magnesium hydroxide,58.31968,[OH-].[OH-].[Mg+2],Magnesium Hydroxide,VTHJTEIRLNZDEV-UHFFFAOYSA-L,[OH-].[OH-].[Mg+2],89
CIDs00158781,olmesartan,446.50164,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,Olmesartan,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,90
CIDs05284533,chlormadinone,362.89028,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,Chlormadinone,VUHJZBBCZGVNDZ-TTYLFXKOSA-N,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)O,92
CIDs00092863,penicillamine,149.21134,CC(C)(C(C(=O)O)N)S,Penicillamine,VVNCNSJFMMFHPL-VKHMYHEASA-N,CC(C)(C(C(=O)O)N)S,92
CIDs00016229,bamifylline,385.46008,CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO,Bamifylline,VVUYEFBRTFASAH-UHFFFAOYSA-N,CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO,91
CIDs00004934,propantheline,368.4892,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,Propantheline,VVWYOYDLCMFIEM-UHFFFAOYSA-N,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,92
CIDs00002330,benzalkonium chloride,318.5597,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,Benzalkonium,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,CCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,67
CIDs00060613,cidofovir,279.187022,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,Cidofovir,VWFCHDSQECPREK-LURJTMIESA-N,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,89
CIDs00003202,edrophonium,166.24014,CC[N+](C)(C)C1=CC(=CC=C1)O,Edrophonium,VWLHWLSRQJQWRG-UHFFFAOYSA-O,CC[N+](C)(C)C1=CC(=CC=C1)O,91
CIDs00039147,nadolol,309.40058,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,Nadolol,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,86
CIDs00104760,yttrium-90,89.907152,[Y],Yttrium-90,VWQVUPCCIRVNHF-OUBTZVSYSA-N,[Y],90
CIDs00104741,fulvestrant,606.770796,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,Fulvestrant,VWUXBMIQPBEWFH-WCCTWKNTSA-N,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,91
CIDs05311010,atosiban,994.18858,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O,Atosiban,VWXRQYYUEIYXCZ-OBIMUBPZSA-N,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCCC3C(=O)NC(CCCN)C(=O)NCC(=O)N)CC(=O)N)C(C)O,88
CIDs05484727,trandolapril,430.53716,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,Trandolapril,VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,92
CIDs00019090,megestrol,342.4718,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,Megestrol,VXIMPSPISRVBPZ-NWUMPJBXSA-N,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,89
CIDs25074470,triptorelin,1311.44868,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,Triptorelin,VXKHXGOKWPXYNA-PGBVPBMZSA-N,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,91
CIDs54417146,Dopaminet,155.186549,C1=CC(=C(C=C1CCN)O)O,Dopamine,VYFYYTLLBUKUHU-UHFFFAOYSA-N,C1=CC(=C(C=C1CCN)O)O,94
CIDs00004781,phenylbutazone,308.3743,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,Phenylbutazone,VYMDGNCVAMGZFE-UHFFFAOYSA-N,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,93
CIDs00004031,mebeverine,429.5491,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,Mebeverine,VYVKHNNGDFVQGA-UHFFFAOYSA-N,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,90
CIDs00104786,chromium-51,50.944767,[Cr],Chromium,VYZAMTAEIAYCRO-UHFFFAOYSA-N,[Cr],74
CIDs00003453,gamma-linolenic acid,278.4296,CCCCCC=CCC=CCC=CCCCCC(=O)O,Gamolenic Acid,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCCC=CCC=CCC=CCCCCC(=O)O,71
CIDs00516875,KMnO4,158.033945,[O-][Mn](=O)(=O)=O.[K+],Potassium Permanganate,VZJVWSHVAAUDKD-UHFFFAOYSA-N,[O-][Mn](=O)(=O)=O.[K+],7
CIDs06451149,netupitant,578.591699,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,Netupitant,WAXQNWCZJDTGBU-UHFFFAOYSA-N,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C,90
CIDs00004873,potassium chloride,74.5513,[Cl-].[K+],Potassium Chloride,WCUXLLCKKVVCTQ-UHFFFAOYSA-M,[Cl-].[K+],89
CIDs54713645,SCHEMBL81491,405.352186,CC1COC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,Cabotegravir,WCWSTNLSLKSJPK-LKFCYVNXSA-N,CC1COC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,8
CIDs71226663,AGN-PC-0JB32D,465.50652,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Acalabrutinib,WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,8
CIDs00441207,digitoxin,764.93906,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,Digitoxin,WDJUZGPOPHTGOT-XUDUSOBPSA-N,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,89
CIDs05281006,cefprozil,389.42556,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,Cefprozil,WDLWHQDACQUCJR-ZAMMOSSLSA-N,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,89
CIDs00002794,clofazimine,473.39638,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Clofazimine,WDQPAMHFFCXSNU-UHFFFAOYSA-N,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,91
CIDs00007099,proflavine,209.24654,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,Proflavine,WDVSHHCDHLJJJR-UHFFFAOYSA-N,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,90
CIDs09869929,avanafil,483.95064,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,Avanafil,WEAJZXNPAWBCOA-INIZCTEOSA-N,COC1=C(C=C(C=C1)CNC2=NC(=NC=C2C(=O)NCC3=NC=CC=N3)N4CCCC4CO)Cl,88
CIDs00002758,"1,8-cineole",154.24932,CC1(C2CCC(O1)(CC2)C)C,Cineole,WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC1(C2CCC(O1)(CC2)C)C,67
CIDs00002717,chlormezanone,273.73588,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,Chlormezanone,WEQAYVWKMWHEJO-UHFFFAOYSA-N,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,92
CIDs00004737,pentobarbital,226.27222,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,Pentobarbital,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,92
CIDs00003610,hexylresorcinol,194.27012,CCCCCCC1=C(C=C(C=C1)O)O,Hexylresorcinol,WFJIVOKAWHGMBH-UHFFFAOYSA-N,CCCCCCC1=C(C=C(C=C1)O)O,93
CIDs05311507,zuclopenthixol,400.9647,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Zuclopenthixol,WFPIAZLQTJBIFN-DVZOWYKESA-N,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,93
CIDs00005386,tegafur,200.167063,C1CC(OC1)N2C=C(C(=O)NC2=O)F,Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,86
CIDs00157920,lubiprostone,390.461886,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,Lubiprostone,WGFOBBZOWHGYQH-MXHNKVEKSA-N,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,92
CIDs00006469,ethoheptazine,261.35932,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2,Ethoheptazine,WGJHHMKQBWSQIY-UHFFFAOYSA-N,CCOC(=O)C1(CCCN(CC1)C)C2=CC=CC=C2,92
CIDs00005625,delavirdine,456.56112,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,Delavirdine,WHBIGIKBNXZKFE-UHFFFAOYSA-N,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C,91
CIDs00006917,polyvinylpyrrolidone,111.14176,C=CN1CCCC1=O,Povidone,WHNWPMSKXPGLAX-UHFFFAOYSA-N,C=CN1CCCC1=O,50
CIDs00002333,benzbromarone,424.08338,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,Benzbromarone,WHQCHUCQKNIQEC-UHFFFAOYSA-N,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,92
CIDs56841590,Sugammadex [INN],2002.15088,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,Sugammadex,WHRODDIHRRDWEW-VTHZAVIASA-N,C(CSCC1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)CSCCC(=O)O)O)O)C(=O)O,77
CIDs00002719,chloroquine,319.87214,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,Chloroquine,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,91
CIDs00023327,glutamic acid,147.12926,C(CC(=O)O)C(C(=O)O)N,Glutamic Acid,WHUUTDBJXJRKMK-VKHMYHEASA-N,C(CC(=O)O)C(C(=O)O)N,85
CIDs03033825,levosimendan,280.28468,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,Levosimendan,WHXMKTBCFHIYNQ-SECBINFHSA-N,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,92
CIDs06337039,lithium-6,6.015123,[Li],Lithium,WHXSMMKQMYFTQS-UHFFFAOYSA-N,[Li],75
CIDs00003476,glimepiride,490.61556,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,Glimepiride,WIGIZIANZCJQQY-UHFFFAOYSA-N,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,91
CIDs00005959,chloramphenicol,323.12938,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],Chloramphenicol,WIIZWVCIJKGZOK-RKDXNWHRSA-N,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],93
CIDs78140854,AGN-PC-0JIDSQ,582.96089,C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,Ivosidenib,WIJZXSAJMHAVGX-DHLKQENFSA-N,C1CC(=O)N(C1C(=O)N(C2=CC(=CN=C2)F)C(C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,9
CIDs00004917,prochlorperazine,373.94266,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,Prochlorperazine,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,94
CIDs05329102,sunitinib,398.473783,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,Sunitinib,WINHZLLDWRZWRT-ATVHPVEESA-N,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,89
CIDs00688523,AC1LEM8N,211.25758,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,Methoxamine,WJAJPNHVVFWKKL-UHFFFAOYSA-N,CC(C(C1=C(C=CC(=C1)OC)OC)O)N,11
CIDs05284594,nalmefene,339.4281,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,Nalmefene,WJBLNOPPDWQMCH-MBPVOVBZSA-N,C=C1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC6CC6)O,89
CIDs00005430,thiabendazole,201.24768,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,Thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,92
CIDs00009642,fluocinonide,494.524886,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,Fluocinonide,WJOHZNCJWYWUJD-IUGZLZTKSA-N,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,92
CIDs00123606,almotriptan,335.4643,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,Almotriptan,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,91
CIDs00003331,felbamate,238.23986,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Felbamate,WKGXYQFOCVYPAC-UHFFFAOYSA-N,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,89
CIDs00004993,pyrimethamine,248.71142,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Pyrimethamine,WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,92
CIDs56603655,pegaptanib,541.572622,COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,Pegaptanib,WLCZTRVUXYALDD-UHFFFAOYSA-N,COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC,90
CIDs00002092,alfuzosin,389.44878,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,Alfuzosin,WNMJYKCGWZFFKR-UHFFFAOYSA-N,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,89
CIDs16132438,Humalog,5813.61786,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN.CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CS)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)N5CCCC5C(=O)NC(C(C)O)C(=O)O)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC6=CN=CN6)NC(=O)C(CO)NC(=O)CNC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CC7=CN=CN7)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC8=CC=CC=C8)N,Insulin Lispro,WNRQPCUGRUFHED-DETKDSODSA-N,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(C(C)O)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CS)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN.CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CS)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)N5CCCC5C(=O)NC(C(C)O)C(=O)O)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC6=CN=CN6)NC(=O)C(CO)NC(=O)CNC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CC7=CN=CN7)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC8=CC=CC=C8)N,29
CIDs09823820,lenvatinib,426.85296,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,Lenvatinib,WOSKHXYHFSIKNG-UHFFFAOYSA-N,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,90
CIDs00110635,tadalafil,389.40396,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,Tadalafil,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,89
CIDs11315474,apatinib,397.47232,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,Apatinib,WPEWQEMJFLWMLV-UHFFFAOYSA-N,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,88
CIDs00007888,hydroxycitronellal,172.2646,CC(CCCC(C)(C)O)CC=O,Hydroxycitronellal,WPFVBOQKRVRMJB-UHFFFAOYSA-N,CC(CCCC(C)(C)O)CC=O,94
CIDs00004810,moxonidine,241.67748,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Moxonidine,WPNJAUFVNXKLIM-UHFFFAOYSA-N,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,90
CIDs00004832,pipenzolate bromide,354.46262,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,Pipenzolate,WPUKUEMZZRVAKZ-UHFFFAOYSA-N,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,67
CIDs25241456,[2-[[1-deuterio-2-(dideuterioamino)-6-oxopurin-9-yl]methoxy]-3-deuteriooxypropyl] (2S)-2-(dideuterioamino)-3-methylbutanoate,360.398651,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,Valganciclovir,WPVFJKSGQUFQAP-GKAPJAKFSA-N,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,7
