Drug,PubChem CID,InChI Key,SMILES,STITCH ID,BNF Code,chembl_id,atc_codes
Telbivudine,159269,IQFYYKKMVGJFEH-CSMHCCOUSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,CIDs00159269,['0503031C0AA'],CHEMBL374731,['J05AF11']
Telithromycin,3002190,LJVAJPDWBABPEJ-PNUFFHFMSA-N,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CIDs03002190,['0501050T0AA'],CHEMBL1136,['J01FA15']
Telmisartan,65999,RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,,['0205052Q0AA'],CHEMBL1017,['C09CA07']
Telotristat,25025298,NCLGDOBQAWBXRA-PGRDOPGGSA-N,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N,CIDs25025298,['0104040A0AA'],CHEMBL2103855,['A16AX15']
Temazepam,5391,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,CIDs00005391,['0401010T0AA'],CHEMBL967,['N05CD07']
Temocillin,171758,BVCKFLJARNKCSS-DWPRYXJFSA-N,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,CIDs00171758,['0501012U0AA'],CHEMBL1276310,['J01CA17']
Temoporfin,60751,LYPFDBRUNKHDGX-UHFFFAOYSA-N,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,CIDs00060751,['0801050AKAA'],,[]
Temozolomide,5394,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,CIDs00005394,['0801050Y0AA'],CHEMBL810,['L01AX03']
Temsirolimus,6918289,CBPNZQVSJQDFBE-FUXHJELOSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,CIDs06918289,,CHEMBL1201182,['L01EG01']
Tenecteplase,No PubChem CID found,No InChI Key found,No SMILES found,,['0210020U0AA'],,
Teniposide,452548,NRUKOCRGYNPUPR-QBPJDGROSA-N,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,CIDs00452548,,CHEMBL452231,['L01CB02']
Tenofovir,464205,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,,"['0503010H0AA', '0503031D0AA']",CHEMBL483,[]
Tenofovir Alafenamide,9574768,LDEKQSIMHVQZJK-CAQYMETFSA-N,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3,,,CHEMBL2107825,['J05AF13']
Tenoxicam,54677971,LZNWYQJJBLGYLT-UHFFFAOYSA-N,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,CIDs71752364,['100101040AA'],CHEMBL302795,['M01AC02']
Tepotinib,25171648,AHYMHWXQRWRBKT-UHFFFAOYSA-N,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N,,,CHEMBL3402762,['L01EX21']
Terazosin,5401,VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,CIDs00005401,['0205040V0AA'],CHEMBL611,['G04CA03']
Terbinafine,1549008,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,CIDm00005402,"['0502050C0AA', '131002030AA']",CHEMBL822,"['D01AE15', 'D01BA02']"
Terbutaline,5403,XWTYSIMOBUGWOL-UHFFFAOYSA-N,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,CIDs00005403,['0301011V0AA'],CHEMBL1760,"['R03CC53', 'R03AC03', 'R03CC03']"
Terfenadine,5405,GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,CIDs00005405,['0304010X0AA'],CHEMBL17157,['R06AX12']
Teriflunomide,54684141,UTNUDOFZCWSZMS-YFHOEESVSA-N,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,CIDs54684141,['0802040ALAA'],CHEMBL973,['L04AA31']
Teriparatide,No PubChem CID found,No InChI Key found,No SMILES found,,['0606010U0AA'],,
Terizidone,65720,ODKYYBOHSVLGNU-UHFFFAOYSA-N,C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O,CIDs00065720,['0501090X0AA'],,[]
Terlipressin,72081,BENFXAYNYRLAIU-QSVFAHTRSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,CIDs00072081,['0605020T0AA'],CHEMBL2135460,['H01BA04']
Terodiline,23480,UISARWKNNNHPGI-UHFFFAOYSA-N,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C,CIDs09925740,,CHEMBL363295,['G04BD05']
Terpin,6651,RBNWAMSGVWEHFP-UHFFFAOYSA-N,CC1(CCC(CC1)C(C)(C)O)O,CIDs00006651,,CHEMBL1651998,[]
Terpineol,17100,WUOACPNHFRMFPN-UHFFFAOYSA-N,CC1=CCC(CC1)C(C)(C)O,CIDs00017100,,CHEMBL449810,[]
Testosterone,6013,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,CIDs00006013,"['0604020T0AA', '0604020K0AA', '0604020M0AA', '0604020P0AA', '0604020H0AA']",CHEMBL386630,['G03BA03']
Tetrabenazine,6018,MKJIEFSOBYUXJB-UHFFFAOYSA-N,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,CIDs00006018,['0409030C0AA'],CHEMBL117785,['N07XX06']
Tetracaine,5411,GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,CIDs00005411,"['1502010A0AA', '1107000C0AA', '1107000C0BB', '1303000A0AA']",CHEMBL698,"['C05AD02', 'D04AB06', 'S01HA03', 'N01BA03']"
Tetracosactide,16133802,ZOEFCCMDUURGSE-SQKVDDBVSA-N,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,CIDs16133802,['0605010T0AA'],CHEMBL2103784,['H01AA02']
Tetracycline,54675776,NWXMGUDVXFXRIG-WESIUVDSSA-N,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,CIDs57369419,"['0501030V0AA', '1306010W0AA']",,[]
Tetrakis Copper Tetrafluoroborate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tetramethylthiuram Monosulphide,7347,REQPQFUJGGOFQL-UHFFFAOYSA-N,CN(C)C(=S)SC(=S)N(C)C,CIDs00007347,,CHEMBL571700,[]
Tetrofosmin,4274,QCWJONLQSHEGEJ-UHFFFAOYSA-N,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,CIDs00004274,,CHEMBL1615784,[]
Tezacaftor,46199646,MJUVRTYWUMPBTR-MRXNPFEDSA-N,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,CIDs46199646,,CHEMBL3544914,[]
Tezepelumab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Thalidomide,5426,UEJJHQNACJXSKW-UHFFFAOYSA-N,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,CIDs00005426,"['0802040AAAA', '0802040AABB', '0501100J0AA']",CHEMBL468,['L04AX02']
Thallium,5359464,BKVIYDNLLOSFOA-UHFFFAOYSA-N,[Tl],CIDs16019993,,,[]
"Theobroma,Prepared",No PubChem CID found,No InChI Key found,No SMILES found,,,,
Theophylline,2153,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,CIDs00002153,['0301030S0AA'],CHEMBL190,"['R03DA04', 'R03DA74', 'R03DA54']"
Thiabendazole,5430,WJCNZQLZVWNLKY-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CIDs00005430,,CHEMBL625,"['D01AC06', 'P02CA02']"
Thiacetazone,9568512,SRVJKTDHMYAMHA-WUXMJOGZSA-N,CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N,CIDs09568512,,CHEMBL375492,['J04AK07']
Thiamazole,1349907,PMRYVIKBURPHAH-UHFFFAOYSA-N,CN1C=CNC1=S,CIDs01349907,,CHEMBL1515,"['H03BB52', 'H03BB02']"
Thiethylperazine,5440,XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,CIDs00005440,,CHEMBL1378,['R06AD03']
Thioctic Acid,864,AGBQKNBQESQNJD-UHFFFAOYSA-N,C1CSSC1CCCCC(=O)O,CIDs00000864,,CHEMBL33864,['A16AX01']
Thioguanine,2723601,WYWHKKSPHMUBEB-UHFFFAOYSA-N,C1=NC2=C(N1)C(=S)N=C(N2)N,CIDs02723601,,CHEMBL727,['L01BB03']
Thiomersal,16684434,RTKIYNMVFMVABJ-UHFFFAOYSA-L,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],,,,[]
Thiopental,3000715,IUJDSEJGGMCXSG-UHFFFAOYSA-N,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,CIDs03033017,['1501010P0AA'],CHEMBL441,"['N01AF03', 'N05CA19']"
Thioridazine,5452,KLBQZWRITKRQQV-UHFFFAOYSA-N,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,CIDs00005452,['0402010W0AA'],CHEMBL479,['N05AC02']
Thiotepa,5453,FOCVUCIESVLUNU-UHFFFAOYSA-N,C1CN1P(=S)(N2CC2)N3CC3,CIDs00005453,,CHEMBL671,['L01AC01']
Thiram,5455,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,CIDs00005455,,CHEMBL120563,['P03AA05']
Threonine,6288,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O,CIDs00000205,,CHEMBL291747,[]
Thrombin,No PubChem CID found,No InChI Key found,No SMILES found,,['0211000AAAA'],,
Thymol,6989,MGSRCZKZVOBKFT-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(C)C)O,CIDs00006989,"['1203040U0AA', '190900000AA', '1203030V0BD']",CHEMBL29411,[]
Thymus,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tiagabine,60648,PBJUNZJWGZTSKL-MRXNPFEDSA-N,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,CIDs00060648,['0408010ABAA'],CHEMBL1027,['N03AG06']
Tianeptine,68870,JICJBGPOMZQUBB-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,CIDs00068870,,CHEMBL1289110,['N06AX14']
Tiaprofenic Acid,5468,GUHPRPJDBZHYCJ-UHFFFAOYSA-N,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,CIDs00005468,['1001010T0AA'],CHEMBL365795,['M01AE11']
Tibolone,444008,WZDGZWOAQTVYBX-XOINTXKNSA-N,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,CIDs00444008,['0604011Y0AA'],CHEMBL2103774,['G03CX01']
Ticagrelor,9871419,OEKWJQXRCDYSHL-FNOIDJSQSA-N,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F,,['0209000Z0AA'],CHEMBL398435,['B01AC24']
Ticarcillin,36921,OHKOGUYZJXTSFX-KZFFXBSXSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C,CIDs00036921,,CHEMBL1449,['J01CA13']
Ticlopidine,5472,PHWBOXQYWZNQIN-UHFFFAOYSA-N,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,CIDs00005472,['0209000U0AA'],CHEMBL833,['B01AC05']
Tigecycline,54686904,SOVUOXKZCCAWOJ-HJYUBDRYSA-N,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,,['0501030Y0AA'],,[]
Tilactase,439353,WQZGKKKJIJFFOK-FPRJBGLDSA-N,C(C1C(C(C(C(O1)O)O)O)O)O,CIDs00006036,['0913121A0AA'],CHEMBL300520,[]
Tildrakizumab,No PubChem CID found,No InChI Key found,No SMILES found,,['1305030H0AA'],,
Tiludronic Acid,60937,DKJJVAGXPKPDRL-UHFFFAOYSA-N,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,CIDs10853934,['0606020U0AA'],CHEMBL1350,['M05BA05']
Timolol,33624,BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,CIDs00033624,"['0204000V0AA', '1106000Z0AA', '020400030AA', '1106000AHAA']",CHEMBL499,"['C07AA06', 'S01ED51', 'S01ED01']"
Tinidazole,5479,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,CIDs00005479,['0501110G0AA'],CHEMBL1220,"['G01AF21', 'P01AB02', 'J01XD02']"
Tinzaparin,772,HTTJABKRGRZYRN-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,CIDs00000772,,,[]
Tioconazole,5482,QXHHHPZILQDDPS-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,CIDs00005482,['1310020T0AA'],CHEMBL1200438,"['G01AF08', 'D01AC07']"
Tiopronin,5483,YTGJWQPHMWSCST-UHFFFAOYSA-N,CC(C(=O)NCC(=O)O)S,CIDs00005483,['1001030Q0AA'],CHEMBL1314,['G04BX16']
Tiotropium Bromide,5487426,DQHNAVOVODVIMG-RGECMCKFSA-M,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-],CIDs46841988,['0301020Q0AA'],CHEMBL3189058,[]
Tipiracil,6323266,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,CIDs06323266,['0801030AFAA'],CHEMBL235668,[]
Tipranavir,54682461,SUJUHGSWHZTSEU-FYBSXPHGSA-N,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,CIDs57369425,['0503010ABAA'],CHEMBL222559,['J05AE09']
Tirbanibulin,23635314,HUNGUWOZPQBXGX-UHFFFAOYSA-N,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4,CIDs23635314,['1308010AAAA'],CHEMBL571546,['D06BX03']
Tirofiban,60947,COKMIXFXJJXBQG-NRFANRHFSA-N,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,CIDm00005486,,CHEMBL916,['B01AC17']
Tirzepatide,168009818,BTSOGEDATSQOAF-UHFFFAOYSA-N,CCC(C)C(C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N7CCCC7C(=O)NC(CO)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=CC=C9)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC1=CC=C(C=C1)O)N,,['0601023AZAA'],,[]
Tisagenlecleucel,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Titanium Dioxide,26042,GWEVSGVZZGPLCZ-UHFFFAOYSA-N,O=[Ti]=O,CIDs00026042,,,[]
Titanium Peroxide,26042,GWEVSGVZZGPLCZ-UHFFFAOYSA-N,O=[Ti]=O,CIDs00026042,,,[]
Titanium Tannate,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tivozanib,9911830,SPMVMDHWKHCIDT-UHFFFAOYSA-N,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,CIDs09911830,['0802040BAAA'],CHEMBL1289494,['L01EK03']
Tixagevimab,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Tizanidine,5487,XFYDIVBRZNQMJC-UHFFFAOYSA-N,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,CIDs00005487,['1002020T0AA'],CHEMBL1079,['M03BX02']
Tobramycin,36294,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,CIDs00036294,"['0501040U0AA', '1103010X0AA']",CHEMBL1747,"['J01GB01', 'S01AA12']"
Tocilizumab,No PubChem CID found,No InChI Key found,No SMILES found,,['1001030W0AA'],,
Tofacitinib,9926791,UJLAWZDWDVHWOW-YPMHNXCESA-N,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,CIDs09926791,['1001030ABAA'],CHEMBL221959,['L04AA29']
Tofenacin,25315,PNYKGCPSFKLFKA-UHFFFAOYSA-N,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC,CIDs71752601,,CHEMBL2110923,[]
Tolazamide,5503,OUDSBRTVNLOZBN-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,CIDs00005503,,CHEMBL817,['A10BB05']
Tolbutamide,5505,JLRGJRBPOGGCBT-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CIDs00005505,['0601021X0AA'],CHEMBL782,"['V04CA01', 'A10BB03']"
Tolcapone,4659569,MIQPIUSUKVNLNT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],CIDs04659569,['0409010S0AA'],CHEMBL1324,['N04BX01']
Tolfenamic Acid,610479,YEZNLOUZAIOMLT-UHFFFAOYSA-N,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,CIDs00610479,['0407041U0AA'],CHEMBL121626,['M01AG02']
Tolmetin,5509,UPSPUYADGBWSHF-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,CIDs46783103,,CHEMBL1020,"['M02AA21', 'M01AB03']"
Tolnaftate,5510,FUSNMLFNXJSCDI-UHFFFAOYSA-N,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,CIDs00005510,['1310020Y0AA'],CHEMBL83668,['D01AE18']
Tolonium Chloride,7083,GEDVVYWLPUPJJZ-UHFFFAOYSA-N,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],CIDs00007083,,,[]
Tolperisone,5511,FSKFPVLPFLJRQB-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,CIDs00005511,,CHEMBL1076211,"['M02AX06', 'M03BX04']"
Tolterodine,443879,OOGJQPCLVADCPB-HXUWFJFHSA-N,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,CIDm00005512,['0704020N0AA'],CHEMBL1382,['G04BD07']
Tolvaptan,216237,GYHCTFXIZSNGJT-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,CIDs00216237,['0605020Y0AA'],CHEMBL344159,['C03XA01']
Topiramate,5284627,KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,CIDs05284627,['040801050AA'],CHEMBL220492,['N03AX11']
Topotecan,60700,UCFGDBYHRUNTLO-QHCPKHFHSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,,['0801050AFAA'],CHEMBL84,['L01CE01']
Torasemide,41781,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,CIDs00041781,['0202020U0AA'],CHEMBL1148,['C03CA04']
Toremifene,3005573,XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,CIDm00005516,['0803041U0AA'],CHEMBL1655,['L02BA02']
Trabectedin,108150,PKVRCIRHQMSYJX-AIFWHQITSA-N,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,,['0801050AVAA'],CHEMBL450449,['L01CX01']
Tralokinumab,No PubChem CID found,No InChI Key found,No SMILES found,,['1305030J0AA'],,
Tramadol,33741,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,CIDs91284185,['040702040AA'],CHEMBL1066,[]
Tramazoline,5524,QQJLHRRUATVHED-UHFFFAOYSA-N,C1CCC2=C(C1)C=CC=C2NC3=NCCN3,CIDs00005524,,CHEMBL32573,['R01AA09']
Trametinib,11707110,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,,['0801050CHAA'],CHEMBL2103875,['L01EE01']
Trandolapril,5484727,VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,CIDs05484727,"['0205051U0AA', '0205051V0AA']",CHEMBL1519,['C09AA10']
Tranexamic Acid,5526,GYDJEQRTZSCIOI-UHFFFAOYSA-N,C1CC(CCC1CN)C(=O)O,CIDs00005526,['0211000P0AA'],CHEMBL292500,[]
Tranylcypromine,19493,AELCINSCMGFISI-DTWKUNHWSA-N,C1C(C1N)C2=CC=CC=C2,CIDs00005530,['0403020Q0AA'],CHEMBL1179,[]
Trastuzumab,No PubChem CID found,No InChI Key found,No SMILES found,,['0801050ADAA'],,
Trastuzumab Deruxtecan,No PubChem CID found,No InChI Key found,No SMILES found,,,,
Trastuzumab Emtansine,166596981,WPWQMVXPTHKASL-KLVLVJRKSA-N,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)N(C)C(=O)CCSC5CC(=O)N(C5=O)CC6CCC(CC6)C(=O)N)C)C)OC)(NC(=O)O2)O,CIDs87430403,,,[]
Travoprost,5282226,MKPLKVHSHYCHOC-AHTXBMBWSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,CIDs05282226,['1106000AEAA'],CHEMBL1200799,['S01EE04']
Trazodone,5533,PHLBKPHSAVXXEF-UHFFFAOYSA-N,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,CIDs00005533,['0403010X0AA'],CHEMBL621,['N06AX05']
Treosulfan,9882105,YCPOZVAOBBQLRI-WDSKDSINSA-N,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,CIDs09882105,['0801010Z0AA'],CHEMBL455186,['L01AB02']
Treprostinil,6918140,PAJMKGZZBBTTOY-ZFORQUDYSA-N,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,CIDs06918140,,CHEMBL1237119,['B01AC21']
Tretinoin,444795,SHGAZHPCJJPHSC-YCNIQYBTSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,CIDs05282379,"['1306010V0AA', '0801050X0AA']",CHEMBL38,"['D10AD51', 'L01XF01', 'D10AD01']"
