Drug,InChI Key,SMILES,PubChem CID
Tamoxifen,NKANXQFJJICGDU-QPLCGJKRSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,2733526
Tamsulosin,DRHKJLXJIQTDTD-OAHLLOKOSA-N,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,129211
Tanacetum,No InChI Key found,No SMILES found,No PubChem CID found
Tannic Acid,LRBQNJMCXXYXIU-PPKXGCFTSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,16129778
Tapentadol,KWTWDQCKEHXFFR-SMDDNHRTSA-N,CCC(C1=CC(=CC=C1)O)C(C)CN(C)C,9838022
Tartaric Acid,FEWJPZIEWOKRBE-UHFFFAOYSA-N,C(C(C(=O)O)O)(C(=O)O)O,875
Tartrazine,UJMBCXLDXJUMFB-UHFFFAOYSA-K,C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],164825
Taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,C(CS(=O)(=O)O)N,1123
Tazarotene,OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,5381
Tazobactam,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,123630
Tebentafusp,No InChI Key found,No SMILES found,No PubChem CID found
Technetium (99m Tc) Etarfolatide,No InChI Key found,No SMILES found,No PubChem CID found
Technetium-99m,GKLVYJBZJHMRIY-OUBTZVSYSA-N,[Tc],26476
Technetium-99m Diethylenetriaminepentaacetate,No InChI Key found,No SMILES found,No PubChem CID found
Tedizolid,XFALPSLJIHVRKE-GFCCVEGCSA-N,CN1N=C(N=N1)C2=NC=C(C=C2)C3=C(C=C(C=C3)N4CC(OC4=O)CO)F,11234049
Teduglutide,CILIXQOJUNDIDU-ASQIGDHWSA-N,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CC(=O)N)NC(=O)C(C(C)CC)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CCSC)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CO)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC5=CN=CN5)N,16139605
Tegafur,WFWLQNSHRPWKFK-UHFFFAOYSA-N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,5386
Tegaserod,IKBKZGMPCYNSLU-RGVLZGJSSA-N,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,135409453
Teicoplanin,BJNLLBUOHPVGFT-CAYRISATSA-N,CCCCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,133065662
Telaprevir,BBAWEDCPNXPBQM-GDEBMMAJSA-N,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,3010818
Telbivudine,IQFYYKKMVGJFEH-CSMHCCOUSA-N,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,159269
Telithromycin,LJVAJPDWBABPEJ-PNUFFHFMSA-N,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,3002190
Telmisartan,RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,65999
Telotristat,NCLGDOBQAWBXRA-PGRDOPGGSA-N,CC1=NN(C=C1)C2=C(C=CC(=C2)Cl)C(C(F)(F)F)OC3=NC(=NC(=C3)C4=CC=C(C=C4)CC(C(=O)O)N)N,25025298
Temazepam,SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,5391
Temocillin,BVCKFLJARNKCSS-DWPRYXJFSA-N,CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,171758
Temoporfin,LYPFDBRUNKHDGX-UHFFFAOYSA-N,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,60751
Temozolomide,BPEGJWRSRHCHSN-UHFFFAOYSA-N,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,5394
Temsirolimus,CBPNZQVSJQDFBE-FUXHJELOSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,6918289
Tenecteplase,No InChI Key found,No SMILES found,No PubChem CID found
Teniposide,NRUKOCRGYNPUPR-QBPJDGROSA-N,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,452548
Tenofovir,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,464205
Tenofovir Alafenamide,LDEKQSIMHVQZJK-CAQYMETFSA-N,CC(C)OC(=O)C(C)NP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OC3=CC=CC=C3,9574768
Tenoxicam,LZNWYQJJBLGYLT-UHFFFAOYSA-N,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,54677971
Tepotinib,AHYMHWXQRWRBKT-UHFFFAOYSA-N,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N,25171648
Terazosin,VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,5401
Terbinafine,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,1549008
Terbutaline,XWTYSIMOBUGWOL-UHFFFAOYSA-N,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,5403
Terfenadine,GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,5405
Teriflunomide,UTNUDOFZCWSZMS-YFHOEESVSA-N,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,54684141
Teriparatide,No InChI Key found,No SMILES found,No PubChem CID found
Terizidone,ODKYYBOHSVLGNU-UHFFFAOYSA-N,C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O,65720
Terlipressin,BENFXAYNYRLAIU-QSVFAHTRSA-N,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N,72081
Terodiline,UISARWKNNNHPGI-UHFFFAOYSA-N,CC(CC(C1=CC=CC=C1)C2=CC=CC=C2)NC(C)(C)C,23480
Terpin,RBNWAMSGVWEHFP-UHFFFAOYSA-N,CC1(CCC(CC1)C(C)(C)O)O,6651
Terpineol,WUOACPNHFRMFPN-UHFFFAOYSA-N,CC1=CCC(CC1)C(C)(C)O,17100
Testosterone,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,6013
Tetrabenazine,MKJIEFSOBYUXJB-UHFFFAOYSA-N,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,6018
Tetracaine,GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,5411
Tetracosactide,ZOEFCCMDUURGSE-SQKVDDBVSA-N,CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CNC=N8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N,16133802
Tetracycline,NWXMGUDVXFXRIG-WESIUVDSSA-N,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,54675776
Tetrakis Copper Tetrafluoroborate,No InChI Key found,No SMILES found,No PubChem CID found
Tetramethylthiuram Monosulphide,REQPQFUJGGOFQL-UHFFFAOYSA-N,CN(C)C(=S)SC(=S)N(C)C,7347
Tetrofosmin,QCWJONLQSHEGEJ-UHFFFAOYSA-N,CCOCCP(CCOCC)CCP(CCOCC)CCOCC,4274
Tezacaftor,MJUVRTYWUMPBTR-MRXNPFEDSA-N,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F,46199646
Tezepelumab,No InChI Key found,No SMILES found,No PubChem CID found
Thalidomide,UEJJHQNACJXSKW-UHFFFAOYSA-N,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,5426
Thallium,BKVIYDNLLOSFOA-UHFFFAOYSA-N,[Tl],5359464
"Theobroma,Prepared",No InChI Key found,No SMILES found,No PubChem CID found
Theophylline,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C1=O)C)NC=N2,2153
Thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430
Thiacetazone,SRVJKTDHMYAMHA-WUXMJOGZSA-N,CC(=O)NC1=CC=C(C=C1)C=NNC(=S)N,9568512
Thiamazole,PMRYVIKBURPHAH-UHFFFAOYSA-N,CN1C=CNC1=S,1349907
Thiethylperazine,XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C,5440
Thioctic Acid,AGBQKNBQESQNJD-UHFFFAOYSA-N,C1CSSC1CCCCC(=O)O,864
Thioguanine,WYWHKKSPHMUBEB-UHFFFAOYSA-N,C1=NC2=C(N1)C(=S)N=C(N2)N,2723601
Thiomersal,RTKIYNMVFMVABJ-UHFFFAOYSA-L,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],16684434
Thiopental,IUJDSEJGGMCXSG-UHFFFAOYSA-N,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,3000715
Thioridazine,KLBQZWRITKRQQV-UHFFFAOYSA-N,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,5452
Thiotepa,FOCVUCIESVLUNU-UHFFFAOYSA-N,C1CN1P(=S)(N2CC2)N3CC3,5453
Thiram,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,5455
Threonine,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O,6288
Thrombin,No InChI Key found,No SMILES found,No PubChem CID found
Thymol,MGSRCZKZVOBKFT-UHFFFAOYSA-N,CC1=CC(=C(C=C1)C(C)C)O,6989
Thymus,No InChI Key found,No SMILES found,No PubChem CID found
Tiagabine,PBJUNZJWGZTSKL-MRXNPFEDSA-N,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,60648
Tianeptine,JICJBGPOMZQUBB-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,68870
Tiaprofenic Acid,GUHPRPJDBZHYCJ-UHFFFAOYSA-N,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,5468
Tibolone,WZDGZWOAQTVYBX-XOINTXKNSA-N,CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,444008
Ticagrelor,OEKWJQXRCDYSHL-FNOIDJSQSA-N,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F,9871419
Ticarcillin,OHKOGUYZJXTSFX-KZFFXBSXSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C,36921
Ticlopidine,PHWBOXQYWZNQIN-UHFFFAOYSA-N,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,5472
Tigecycline,SOVUOXKZCCAWOJ-HJYUBDRYSA-N,CC(C)(C)NCC(=O)NC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,54686904
Tilactase,WQZGKKKJIJFFOK-FPRJBGLDSA-N,C(C1C(C(C(C(O1)O)O)O)O)O,439353
Tildrakizumab,No InChI Key found,No SMILES found,No PubChem CID found
Tiludronic Acid,DKJJVAGXPKPDRL-UHFFFAOYSA-N,C1=CC(=CC=C1SC(P(=O)(O)O)P(=O)(O)O)Cl,60937
Timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,33624
Tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,5479
Tinzaparin,HTTJABKRGRZYRN-UHFFFAOYSA-N,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,772
Tioconazole,QXHHHPZILQDDPS-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,5482
Tiopronin,YTGJWQPHMWSCST-UHFFFAOYSA-N,CC(C(=O)NCC(=O)O)S,5483
Tiotropium Bromide,DQHNAVOVODVIMG-RGECMCKFSA-M,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-],5487426
Tipiracil,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,6323266
Tipranavir,SUJUHGSWHZTSEU-FYBSXPHGSA-N,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,54682461
Tirbanibulin,HUNGUWOZPQBXGX-UHFFFAOYSA-N,C1COCCN1CCOC2=CC=C(C=C2)C3=CN=C(C=C3)CC(=O)NCC4=CC=CC=C4,23635314
Tirofiban,COKMIXFXJJXBQG-NRFANRHFSA-N,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,60947
Tirzepatide,BTSOGEDATSQOAF-UHFFFAOYSA-N,CCC(C)C(C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)N4CCCC4C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N5CCCC5C(=O)N6CCCC6C(=O)N7CCCC7C(=O)NC(CO)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(CC8=CC=C(C=C8)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC9=CC=CC=C9)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC1=CC=C(C=C1)O)N,168009818
Tisagenlecleucel,No InChI Key found,No SMILES found,No PubChem CID found
Titanium Dioxide,GWEVSGVZZGPLCZ-UHFFFAOYSA-N,O=[Ti]=O,26042
Titanium Peroxide,GWEVSGVZZGPLCZ-UHFFFAOYSA-N,O=[Ti]=O,26042
Titanium Tannate,No InChI Key found,No SMILES found,No PubChem CID found
Tivozanib,SPMVMDHWKHCIDT-UHFFFAOYSA-N,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,9911830
Tixagevimab,No InChI Key found,No SMILES found,No PubChem CID found
Tizanidine,XFYDIVBRZNQMJC-UHFFFAOYSA-N,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,5487
Tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,36294
Tocilizumab,No InChI Key found,No SMILES found,No PubChem CID found
Tofacitinib,UJLAWZDWDVHWOW-YPMHNXCESA-N,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,9926791
Tofenacin,PNYKGCPSFKLFKA-UHFFFAOYSA-N,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCNC,25315
Tolazamide,OUDSBRTVNLOZBN-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,5503
Tolbutamide,JLRGJRBPOGGCBT-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,5505
Tolcapone,MIQPIUSUKVNLNT-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],4659569
Tolfenamic Acid,YEZNLOUZAIOMLT-UHFFFAOYSA-N,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,610479
Tolmetin,UPSPUYADGBWSHF-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,5509
Tolnaftate,FUSNMLFNXJSCDI-UHFFFAOYSA-N,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,5510
Tolonium Chloride,GEDVVYWLPUPJJZ-UHFFFAOYSA-N,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],7083
Tolperisone,FSKFPVLPFLJRQB-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,5511
Tolterodine,OOGJQPCLVADCPB-HXUWFJFHSA-N,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,443879
Tolvaptan,GYHCTFXIZSNGJT-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,216237
Topiramate,KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,5284627
Topotecan,UCFGDBYHRUNTLO-QHCPKHFHSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,60700
Torasemide,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,41781
Toremifene,XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,3005573
Trabectedin,PKVRCIRHQMSYJX-AIFWHQITSA-N,CC1=CC2=C(C3C4C5C6=C(C(=C7C(=C6C(N4C(C(C2)N3C)O)COC(=O)C8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O,108150
Tralokinumab,No InChI Key found,No SMILES found,No PubChem CID found
Tramadol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,33741
Tramazoline,QQJLHRRUATVHED-UHFFFAOYSA-N,C1CCC2=C(C1)C=CC=C2NC3=NCCN3,5524
Trametinib,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,11707110
Trandolapril,VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,5484727
Tranexamic Acid,GYDJEQRTZSCIOI-UHFFFAOYSA-N,C1CC(CCC1CN)C(=O)O,5526
Tranylcypromine,AELCINSCMGFISI-DTWKUNHWSA-N,C1C(C1N)C2=CC=CC=C2,19493
Trastuzumab,No InChI Key found,No SMILES found,No PubChem CID found
Trastuzumab Deruxtecan,No InChI Key found,No SMILES found,No PubChem CID found
Trastuzumab Emtansine,WPWQMVXPTHKASL-KLVLVJRKSA-N,CC1C2CC(C(C=CC=C(CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)CC(C4(C1O4)C)OC(=O)C(C)N(C)C(=O)CCSC5CC(=O)N(C5=O)CC6CCC(CC6)C(=O)N)C)C)OC)(NC(=O)O2)O,166596981
Travoprost,MKPLKVHSHYCHOC-AHTXBMBWSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,5282226
Trazodone,PHLBKPHSAVXXEF-UHFFFAOYSA-N,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,5533
Treosulfan,YCPOZVAOBBQLRI-WDSKDSINSA-N,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,9882105
Treprostinil,PAJMKGZZBBTTOY-ZFORQUDYSA-N,CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,6918140
Tretinoin,SHGAZHPCJJPHSC-YCNIQYBTSA-N,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,444795
Triamcinolone,GFNANZIMVAIWHM-OBYCQNJPSA-N,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,31307
Triamterene,FNYLWPVRPXGIIP-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,5546
Triazolam,JOFWLTCLBGQGBO-UHFFFAOYSA-N,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,5556
Tribulus,MUKYLHIZBOASDM-UHFFFAOYSA-N,CN(CC(=O)O)C(=N)N.C(C(C(C(C(C(=O)O)O)O)O)O)O,10125785
Trichlorofluoromethane,CYRMSUTZVYGINF-UHFFFAOYSA-N,C(F)(Cl)(Cl)Cl,6389
Triclofos,YYQRGCZGSFRBAM-UHFFFAOYSA-N,C(C(Cl)(Cl)Cl)OP(=O)(O)O,5563
Triclosan,XEFQLINVKFYRCS-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,5564
Trientine,VILCJCGEZXAXTO-UHFFFAOYSA-N,C(CNCCNCCN)N,5565
Trifarotene,MFBCDACCJCDGBA-UHFFFAOYSA-N,CC(C)(C)C1=C(C=CC(=C1)C2=C(C=CC(=C2)C3=CC=C(C=C3)C(=O)O)OCCO)N4CCCC4,11518241
Trifluoperazine,ZEWQUBUPAILYHI-UHFFFAOYSA-N,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,5566
Trifluridine,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,6256
Trifolium,No InChI Key found,No SMILES found,No PubChem CID found
Trigonella,No InChI Key found,No SMILES found,No PubChem CID found
Trilostane,KVJXBPDAXMEYOA-CXANFOAXSA-N,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C,656583
Trimegestone,JUNDJWOLDSCTFK-MTZCLOFQSA-N,CC(C(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C)O,68926
Trimeprazine,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,5574
