DDPD-ID,Drug-Name,SMILES,Molecular Weight (g/mol),C-Max Value (ng/ml),C-Max Unit,C-Max Raw Value,C-Max Annotation,C-Max (nM)
DDPD06716,Fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,288.2766,78700.0,ng/ml,78.7,"intravenous injection, IV; normal,healthy;",273001.69
DDPD06755,Beta carotene,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,536.888,0.58,ng/ml,0.58,Oral single dose;,1.08
DDPD06756,Glycine betaine,C[N+](C)(C)CC([O-])=O,117.1463,105431.67,ng/ml,0.9±0.2,Oral single dose;,900000.00
DDPD06772,Cabazitaxel,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,835.9324,226.0,ng/ml,226,"intravenous injection, IV; metastatic prostate cancer;",270.36
DDPD06774,Capsaicin,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,305.4119,2.47,ng/ml,2.47±0.13,"PO, oral;",8.09
DDPD06774,Capsaicin,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1,305.4119,1.86,ng/ml,1.86,skin/dermal;,6.09
DDPD06775,Carglumic acid,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,190.154,2600.0,ng/ml,2.6(1.9-4.8),,13673.13
DDPD06788,Histrelin,CC(O)=O.CC(O)=O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,1443.632,1.1,ng/ml,1.10±0.375,subdermal implant;,0.76
DDPD06800,Methylnaltrexone,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,356.441,117.0,ng/ml,117,,328.25
DDPD06809,Plerixafor,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,502.782,0.24,ng/mg,0.24,"subcutaneous injection, SC;",0.48
DDPD06819,Phenylbutyric acid,OC(=O)CCCC1=CC=CC=C1,164.2011,218000.0,ng/ml,218,"Tablet, PO, oral; fasting;",1327640.31
DDPD06819,Phenylbutyric acid,OC(=O)CCCC1=CC=CC=C1,164.2011,195000.0,ng/ml,195,"PO, oral; fasting;",1187568.17
DDPD06826,Unoprostone,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,382.541,1.5,ng/ml,<1.5,ophthalmic administration;,3.92
DDPD07565,Chloramphenicol succinate,O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O,423.202,11210.0,ng/ml,11.21±3.42,,26488.53
DDPD08814,Triflusal,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O,248.157,11600.0,ng/ml,11.6,,46744.60
DDPD08814,Triflusal,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(O)=O,248.157,92700.0,ng/ml,92.7,,373553.84
DDPD08816,Ticagrelor,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,522.568,923.0,ng/ml,923,Oral single dose;,1766.28
DDPD08816,Ticagrelor,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,522.568,264.0,ng/ml,264,Oral single dose; Active metabolite;,505.20
DDPD08819,Tafluprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,452.5313,0.026,ng/ml,26,ophthalmic administration; Active metabolite;,0.06
DDPD08820,Ivacaftor,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,392.4907,768.0,ng/ml,768,"PO, oral; high-fat meal;",1956.73
DDPD08867,Ulipristal,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,433.592,176.0,ng/ml,176±89,"Oral single dose; normal,healthy;",405.91
DDPD08874,Fidaxomicin,[H][C@@]1(O[C@@H]2[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@@H](C\C=C(/C)\C=C2/C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O,1058.05,5.2,ng/ml,5.20±2.81,"PO, oral; normal,healthy; adults;",4.91
DDPD08874,Fidaxomicin,[H][C@@]1(O[C@@H]2[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@@H](C\C=C(/C)\C=C2/C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O,1058.05,12.0,ng/ml,12.0±6.06,"PO, oral; normal,healthy; adults; Active metabolite;",11.34
DDPD08877,Ruxolitinib,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,306.365,198.830885,ng/ml,649,"PO, oral; normal,healthy;",649.00
DDPD08881,Vemurafenib,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,489.922,62000.0,ng/ml,62,"PO, oral; patients;",126550.76
DDPD08889,Carfilzomib,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,719.9099,4232.0,ng/ml,4232,,5878.51
DDPD08896,Regorafenib,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,482.815,2500.0,ng/ml,2.5,,5177.97
DDPD08901,Ponatinib,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,532.5595,73.0,ng/ml,73,,137.07
DDPD08903,Bedaquiline,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,555.505,5500.0,ng/ml,5.5,"PO, oral;",9900.90
DDPD08905,Formestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,302.4079,14.5155792,ng/ml,48±20.9,"IM,intramuscular injection;",48.00
DDPD08908,Dimethyl fumarate,[H]\C(=C(\[H])C(=O)OC)C(=O)OC,144.1253,1870.0,ng/ml,1.87,Active metabolite;,12974.82
DDPD08909,Glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,530.6512,37000.0,ng/ml,37.0,Oral single dose; fasting; Active metabolite;,69725.65
DDPD08909,Glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,530.6512,14900.0,ng/ml,14.9,Oral single dose; fasting; Active metabolite;,28078.71
DDPD08909,Glycerol phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,530.6512,30200.0,ng/ml,30.2,Oral single dose; fasting; Active metabolite;,56911.21
DDPD08910,Pomalidomide,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,273.2441,75.0,ng/ml,75,"PO, oral; multiple myeloma;",274.48
DDPD08911,Trametinib,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1,615.3948,22.2,ng/ml,22.2,"PO, oral;",36.07
DDPD08917,Ferric carboxymaltose,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C(=O)[O-])O)O)CO)CO)O)O)O)O.O.[OH-].[O-2].[Fe+3],N.A.,185000.0,ng/ml,37-333,"PO, oral; iron deficient;",
DDPD08918,Levomilnacipran,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,246.348,341.0,ng/ml,341,"Capsule, PO, Oral; extended release formulation;",1384.22
DDPD08930,Dolutegravir,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,419.3788,3670.0,ng/ml,3.67,"PO, oral; AIDS,HIV;",8751.04
DDPD08930,Dolutegravir,[H][C@]12CN3C=C(C(=O)NCC4=CC=C(F)C=C4F)C(=O)C(O)=C3C(=O)N1[C@H](C)CCO2,419.3788,3490.0,ng/ml,3.49,"PO, oral; Caucasian; AIDS,HIV;",8321.83
DDPD08933,Luliconazole,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1,354.27,0.4,ng/ml,0.40±0.76,"PO, oral; tinea pedis;",1.13
DDPD08934,Sofosbuvir,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,529.458,567.0,ng/ml,567,"PO, oral;",1070.91
DDPD09027,Ledipasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,888.9999,323.0,ng/ml,323,"PO, oral;",363.33
DDPD09038,Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,450.91,116.78569,ng/ml,259,"PO, oral;",259.00
DDPD09038,Empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(O[C@H]3CCOC3)C=C2)=C1,450.91,309.77517,ng/ml,687,"PO, oral;",687.00
DDPD09042,Tedizolid phosphate,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O,450.323,2000.0,ng/ml,2.0±0.7,Oral single dose;,4441.26
DDPD09042,Tedizolid phosphate,CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1C[C@H](COP(O)(O)=O)OC1=O,450.323,2300.0,ng/ml,2.3±0.6,,5107.45
DDPD09050,Ceftolozane,CN1C(N)=C(NC(=O)NCCN)C=[N+]1CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=NSC(N)=N1)C2=O)C([O-])=O,666.69,69100.0,ng/ml,69.1,"intravenous injection, IV;",103646.37
DDPD09053,Ibrutinib,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,440.507,35.0,ng/ml,35,"PO, oral;",79.45
DDPD09061,Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,314.469,2.5,ng/ml,2.50,sublingual; Derivative;,7.95
DDPD09061,Cannabidiol,CCCCCC1=CC(O)=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=C1,314.469,3.02,ng/ml,3.02,buccal; Derivative;,9.60
DDPD09074,Olaparib,FC1=CC=C(CC2=NNC(=O)C3=CC=CC=C23)C=C1C(=O)N1CCN(CC1)C(=O)C1CC1,434.4628,6900.0,ng/ml,4.7-9.1,"PO, oral;",15881.68
DDPD09095,Difluocortolone,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,394.459,0.75,ng/ml,0.75,Rectal Administration;,1.90
DDPD09106,Hydroxyethyl Starch,C(COCC1C(C(C(C(O1)OCCO)OCCO)OCCO)OCCO)O.C(C1C(C(C(C(O1)O)O)O)O)O,N.A.,4340000.0,ng/ml,4.34,,
DDPD09116,Calcium carbimide,[Ca++].[N-]=C=[N-],80.103,1650.0,ng/ml,1.65,,20598.48
DDPD09121,Aurothioglucose,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,392.18,3425000000.0,ng/ml,342.5,,8733234739.15
DDPD09123,Dienogest,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],311.425,47.0,ng/ml,47,Oral single dose;,150.92
DDPD09124,Medrogestone,[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,340.507,12.5,ng/ml,10-15,"PO, oral;",36.71
DDPD09146,Iron sucrose,O.O.O.[OH-].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Na+].[Na+].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,866.546,30000.0,ng/ml,30,"intravenous injection, IV;",34620.20
DDPD09167,Dosulepin,CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12,295.44,37.6,ng/ml,37.6,"PO, oral;",127.27
DDPD09185,Viloxazine,CCOC1=CC=CC=C1OCC1CNCCO1,237.299,1070.0,ng/ml,540-1600,"PO, oral;",4509.08
DDPD09205,Moxisylyte,CC(C)C1=C(OCCN(C)C)C=C(C)C(OC(C)=O)=C1,279.38,352.8,ng/ml,352.8,"intravenous injection, IV;",1262.80
DDPD09209,Pholcodine,[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,398.4953,26.3,ng/ml,26.3,"PO, oral;",66.00
DDPD09210,Piracetam,NC(=O)CN1CCCC1=O,142.1558,84000.0,ng/ml,84,Oral single dose;,590900.97
DDPD09216,Tolfenamic acid,CC1=C(Cl)C=CC=C1NC1=CC=CC=C1C(O)=O,261.704,11100.0,ng/ml,11.1,"PO, oral;",42414.33
DDPD09220,Nicorandil,[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,211.177,300.0,ng/ml,300,"PO, oral;",1420.61
DDPD09225,Zotepine,CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12,331.86,13.25,ng/ml,6.9-19.6,increasing doses;,39.93
DDPD09236,Lacidipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,455.551,3.65,ng/ml,1.6-5.7,"Oral single dose; normal,healthy; adults;",8.01
DDPD09237,Levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,408.88,6.13,ng/ml,6.13±1.29,"PO, oral; Derivative;",14.99
DDPD09237,Levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,408.88,5.07,ng/ml,5.07±1.09,"PO, oral; Derivative;",12.40
DDPD09268,Picosulfuric acid,OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1,437.44,0.05,ng/ml,0.05,Active metabolite;,0.11
DDPD09270,Ubidecarenone,COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,863.3435,320.0,ng/ml,0.32,"PO, oral;",370.65
DDPD09274,Artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,384.425,3300.0,ng/ml,3.3,,8584.25
DDPD09274,Artesunate,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4,384.425,3100.0,ng/ml,3.1,Active metabolite;,8063.99
DDPD09275,Bismuth subcitrate potassium,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,780.654,50000.0,ng/ml,>50,,64048.86
DDPD09297,Paritaprevir,[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,765.89,194.0,ng/ml,194,,253.30
DDPD09299,Tenofovir alafenamide,CC(C)OC(=O)[C@H](C)N[P@](=O)(CO[C@H](C)CN1C=NC2=C(N)N=CN=C12)OC1=CC=CC=C1,476.474,16.0,ng/ml,16,Oral single dose;,33.58
DDPD09301,Chondroitin sulfate,CC(=O)NC1C(C(C(OC1O)OS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O,N.A.,4600.0,ng/ml,4.6,"PO, oral;",
DDPD09301,Chondroitin sulfate,CC(=O)NC1C(C(C(OC1O)OS(=O)(=O)O)O)OC2C(C(C(C(O2)C(=O)O)O)O)O,N.A.,3800.0,ng/ml,3.8,"IM,intramuscular injection;",
DDPD09313,Ioxaglic acid,CNC(=O)C1=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NCCO)=C2I)=C(I)C(N(C)C(C)=O)=C1I,1268.886,2100000.0,ng/ml,2.1(1.8-2.8),"intravenous injection, IV; normal,healthy;",1654995.01
DDPD09324,Sulbactam,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O,233.242,68000.0,ng/ml,48-88,,291542.69
DDPD09324,Sulbactam,[H][C@@]12CC(=O)N1[C@@]([H])(C(O)=O)C(C)(C)S2(=O)=O,233.242,15000.0,ng/ml,6-24,,64310.89
DDPD09325,Sodium fluoride,[F-].[Na+],41.9882,848.0,ng/ml,848±116,Liquid;,20196.15
DDPD09343,Tipiracil,ClC1=C(CN2CCCC2=N)NC(=O)NC1=O,242.662,69.0,ng/ml,69,Oral single dose;,284.35
DDPD09419,Xylose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,150.1299,530.0,ng/ml,0.53,,3530.28
DDPD09496,Octinoxate,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,290.3972,7.0,ng/ml,7,"skin/dermal; Male, men;",24.10
DDPD09496,Octinoxate,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,290.3972,16.0,ng/ml,16,"skin/dermal;  Female, women;",55.10
DDPD09517,Sodium ferric gluconate complex,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,2089.309,9.92,ng/ml,9.92(4.22-23.62),"skin/dermal; normal,healthy;",4.75
DDPD11068,Selenic acid,O[Se](O)(=O)=O,144.97,1665.0,ng/ml,0.79-2.54,"PO, oral; sheep;",11485.13
DDPD11168,Calcium threonate,[Ca++].OC[C@H](O)[C@@H](O)C([O-])=O.OC[C@H](O)[C@@H](O)C([O-])=O,310.268,32300.0,ng/ml,32.3,"Oral single dose; normal,healthy; Asian;",104103.55
DDPD11219,Enzacamene,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1,254.373,16.0,ng/ml,16,"skin/dermal; normal,healthy;  Female, women;",62.90
DDPD11256,Levomefolic acid,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,459.4558,18.10255852,ng/ml,39.4,"Oral single dose;  Female, women;",39.40
DDPD11273,Dihydroergocornine,[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,563.699,0.57,ngEq/ml,0.57,"PO, oral;",1.01
DDPD11274,Dihydro-alpha-ergocryptine,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,577.726,2.157,ng/ml,2157,Oral multiple dose;,3.73
DDPD11431,Moxidectin,[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,639.83,70.4,ng/mg,70.4,,110.03
DDPD11581,Venetoclax,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,868.45,2100.0,ng/ml,2.1±1.1,"PO, oral; low fat meal;",2418.10
DDPD11586,Asunaprevir,COC1=CN=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)C2=C1C=CC(Cl)=C2,748.286,572.0,ng/ml,572,,764.41
DDPD11587,Etafedrine,CCN(C)[C@@H](C)[C@H](O)C1=CC=CC=C1,193.29,100.0,ng/ml,0.10,"PO, oral;",517.36
DDPD11596,Levoleucovorin,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,473.4393,1722.0,ng/ml,1722,"intravenous injection, IV; Derivative;",3637.21
DDPD11596,Levoleucovorin,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,473.4393,275.0,ng/ml,275,"intravenous injection, IV; Derivative;",580.86
DDPD11611,Lifitegrast,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,615.48,1.7,ng/ml,1.70,,2.76
DDPD11611,Lifitegrast,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,615.48,2.145,ng/ml,0.55-3.74,different study;,3.49
DDPD11633,Isavuconazole,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,437.47,7499.0,ng/ml,7499,"PO, oral;",17141.75
DDPD11633,Isavuconazole,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,437.47,20028.0,ng/ml,20028,"PO, oral;",45781.43
DDPD11637,Delamanid,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O,534.492,135.0,ng/ml,135,Oral single dose;,252.58
DDPD11640,Amifampridine,NC1=CC=NC=C1N,109.132,76.5,ng/ml,16-137,Oral single dose; fasting;,700.99
DDPD11642,Pitolisant,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,295.85,30.0,ng/ml,~30,"PO, oral;",101.40
DDPD11642,Pitolisant,ClC1=CC=C(CCCOCCCN2CCCCC2)C=C1,295.85,73.0,ng/ml,73,Oral multiple dose;,246.75
DDPD11644,Tafamidis,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1,308.116,1430.93,ng/ml,1430.93,"PO, oral; fasting;",4644.13
DDPD11652,Tucatinib,CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1,480.532,1120.0,ng/ml,1120,different study;,2330.75
DDPD11653,Bremelanotide,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O,1025.182,72.8,ng/ml,72.8,,71.01
DDPD11660,Latanoprostene bunod,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1,507.624,0.0591,ng/ml,59.1,"normal,healthy; Derivative;",0.12
DDPD11672,Curcumin,COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,368.3799,5000.0,ng/ml,<5,Oral single dose;,13572.94
